position	position_morg	local_ancestry
22049	9.508e-07	0.312675
37317	2.4776e-06	0.312653
79153	6.6612e-06	0.307789
104362	9.1821e-06	0.312743
108273	9.5732e-06	0.312111
109021	9.648e-06	0.307531
160015	1.47474e-05	0.310895
167801	1.5526e-05	0.307213
172827	1.60286e-05	0.315361
213230	2.00689e-05	0.315255
287978	2.75437e-05	0.317966
292653	2.80112e-05	0.321209
293569	2.81028e-05	0.31644
306369	2.93828e-05	0.317523
315038	3.02497e-05	0.316196
325685	3.13144e-05	0.314473
330210	3.17669e-05	0.318073
333684	3.21143e-05	0.317625
340207	3.27666e-05	0.316181
340467	3.27926e-05	0.319398
345383	3.32842e-05	0.317829
348039	3.35498e-05	0.31311
354960	3.42419e-05	0.320201
357301	3.4476e-05	0.321076
359588	3.47047e-05	0.320837
360049	3.47508e-05	0.320831
365847	3.53306e-05	0.32148
365850	3.53309e-05	0.321203
384793	3.72252e-05	0.321063
388327	3.75786e-05	0.320365
390531	3.7799e-05	0.321715
398007	3.85466e-05	0.320876
424189	4.11648e-05	0.320552
425030	4.12489e-05	0.324243
427632	4.15091e-05	0.324154
432627	4.20086e-05	0.323585
436377	4.23836e-05	0.322966
458107	4.45566e-05	0.323317
458113	4.45572e-05	0.323494
467044	4.54503e-05	0.323142
483053	4.70512e-05	0.321977
506164	4.93623e-05	0.320791
509002	4.96461e-05	0.320024
509311	4.9677e-05	0.320241
509557	4.97016e-05	0.315879
509715	4.97174e-05	0.316512
510633	4.98092e-05	0.319313
517582	5.05041e-05	0.318711
523152	5.10611e-05	0.3181
539986	5.27445e-05	0.317785
547275	5.34734e-05	0.319045
551054	5.38513e-05	0.317461
572335	5.59794e-05	0.319116
576653	5.64112e-05	0.319072
588348	5.75807e-05	0.315511
589049	5.76508e-05	0.313332
590077	5.77536e-05	0.312279
600898	6.02241e-05	0.309519
631763	8.8951e-05	0.295945
646966	9.96255e-05	0.299845
659477	0.000106683	0.302815
659779	0.000106834	0.302224
684734	0.000116144	0.301453
698303	0.000118605	0.305511
703395	0.00011921	0.301004
722095	0.000123769	0.299528
741686	0.000132056	0.299853
749114	0.000136197	0.298575
754519	0.000139564	0.298751
774831	0.000154813	0.294051
775234	0.000155156	0.292665
796483	0.000175605	0.289214
801866	0.000179342	0.289132
817254	0.000180881	0.2885
858040	0.000184959	0.288547
866239	0.000185779	0.288725
899232	0.000189078	0.288445
907056	0.000189861	0.288485
918992	0.000191054	0.288298
921414	0.000191297	0.288343
927242	0.000191879	0.287892
929564	0.000192112	0.288488
931596	0.000192315	0.288273
950581	0.000194213	0.288103
956467	0.000194802	0.28807
957771	0.000194932	0.287423
967125	0.000195868	0.28823
969675	0.000196123	0.287771
992514	0.000198407	0.28953
993118	0.000198467	0.29008
1011447	0.0002003	0.289052
1039140	0.000203069	0.290282
1042514	0.000203407	0.289133
1066921	0.000205847	0.290754
1073735	0.000206529	0.290367
1075865	0.000206742	0.291422
1100423	0.000209198	0.291465
1119163	0.000211072	0.291492
1126517	0.000211807	0.292342
1130544	0.00021221	0.294607
1132115	0.000212367	0.293575
1139254	0.000213081	0.294092
1143678	0.000213523	0.29403
1145447	0.0002137	0.295408
1171673	0.000216323	0.296095
1183397	0.000217495	0.295798
1200353	0.000219191	0.295735
1209017	0.000220057	0.296286
1247661	0.000223921	0.300928
1254796	0.000224635	0.30063
1255927	0.000224748	0.294835
1257013	0.000224857	0.298942
1269288	0.000226084	0.301447
1284829	0.000227638	0.302326
1291312	0.000228286	0.299492
1308340	0.000229989	0.30327
1331051	0.00023226	0.304864
1334210	0.000232576	0.303341
1334939	0.000232649	0.306264
1341172	0.000233272	0.299274
1351102	0.000234265	0.304845
1365827	0.000235738	0.305829
1397018	0.000238857	0.306579
1442137	0.000243369	0.306627
1450314	0.000244187	0.306808
1472751	0.00024643	0.323744
1473321	0.000246487	0.323489
1483919	0.000247547	0.324918
1499016	0.000249057	0.323573
1515489	0.000250704	0.324949
1525655	0.000251721	0.3246
1529944	0.00025215	0.324365
1552263	0.000254382	0.328642
1554558	0.000254611	0.327972
1584079	0.000257563	0.328151
1607628	0.000267844	0.328881
1610508	0.000270746	0.330197
1619221	0.000278983	0.331112
1635058	0.000292058	0.331913
1652481	0.000303524	0.331895
1663743	0.000309326	0.333934
1675195	0.000313892	0.331148
1737345	0.000330138	0.33433
1744719	0.000333913	0.332063
1750384	0.000337185	0.332587
1750876	0.000337483	0.336824
1761663	0.000344656	0.334607
1828867	0.000407081	0.335006
1860168	0.000427056	0.335525
1890635	0.000437504	0.335456
1896909	0.000438506	0.335403
1978976	0.000478204	0.334444
2011751	0.00052338	0.33256
2016411	0.000532222	0.332375
2017240	0.000533749	0.332104
2027714	0.000551735	0.330877
2029383	0.000554397	0.330662
2038328	0.00056767	0.331076
2089015	0.000610859	0.329329
2109099	0.000614967	0.33539
2116724	0.000617846	0.329351
2156524	0.00065294	0.327028
2236261	0.000732424	0.333365
2236948	0.000732493	0.336153
2258074	0.000734605	0.334274
2261680	0.000734966	0.33989
2283411	0.000737139	0.334046
2284426	0.00073724	0.331182
2286805	0.000737478	0.332326
2289631	0.000737761	0.337124
2309435	0.000770685	0.341003
2318245	0.000795771	0.341262
2363993	0.00088555	0.344467
2369598	0.000892019	0.344902
2389014	0.000906673	0.343435
2408405	0.000911575	0.344081
2416463	0.000915663	0.345095
2421124	0.000918955	0.344019
2424128	0.000921462	0.34652
2437332	0.000935923	0.343698
2438879	0.000937973	0.343023
2443060	0.00094392	0.341263
2459161	0.000972118	0.342218
2469219	0.000993848	0.337364
